DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q25.1	10	107773994	NR	LOC101927573 - LINC01435	101927573	103695365		60482	97582	rs4285805-?	rs4285805	0	4285805	intron_variant	1	NR	3E-6	5.522878745280337	(Latino)	0.2418	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	9p24.1	9	8897187	NR	PTPRD			5789			rs60250264-?	rs60250264	0	60250264	intron_variant	0	NR	2E-6	5.698970004336019	(Latino)	1.3059	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q11.2	2	100975599	NR	NPAS2, LOC101927142			4862, 101927142			rs60866311-?	rs60866311	0	60866311	non_coding_transcript_exon_variant	0	NR	9E-7	6.045757490560675	(Latino)	0.7469	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p21	2	47009297	NR	TTC7A			57217			rs61571577-?	rs61571577	0	61571577	intron_variant	0	NR	5E-7	6.301029995663981	(Latino)	1.1768	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q22.3	2	144303564	NR	GTDC1			79712			rs62169186-?	rs62169186	0	62169186	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	0.7196	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	7p14.1	7	43187042	NR	HECW1			23072			rs73099645-?	rs73099645	0	73099645	intron_variant	0	NR	1E-6	6.0	(Latino)	0.6507	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p12	2	82125373	NR	RN7SL201P - RNU6-685P	106481830	106479868		157999	143239	rs73939615-?	rs73939615	0	73939615	intergenic_variant	1	NR	1E-6	6.0	(Latino)	1.2363	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p16.1	2	55798738	NR	LOC107985811 - EFEMP1	107985811	2202		25819	67224	rs74760234-?	rs74760234	0	74760234	intergenic_variant	1	NR	4E-7	6.3979400086720375	(Latino)	1.2083	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	14q24.2	14	72756121	NR	DPF3			8110			rs75575287-?	rs75575287	0	75575287	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.0865	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q14.3	2	128271828	NR	HS6ST1			9394			rs7561107-?	rs7561107	0	7561107	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.0082	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q25.2	10	112626980	NR	VTI1A			143187			rs76124550-?	rs76124550	0	76124550	intron_variant	0	NR	1E-6	6.0	(Latino)	1.0661	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	5p13.2	5	35441618	NR	PRLR - SPEF2	5618	79925		211029	176155	rs76632111-?	rs76632111	0	76632111	intergenic_variant	1	NR	7E-9	8.154901959985743	(Latino)	1.2071	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4p16.2	4	4677180	NR	STX18-AS1			100507266			rs7675915-?	rs7675915	0	7675915	intron_variant	0	NR	3E-8	7.522878745280337	(Latino)	0.6309	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p23.1	2	30763879	NR	CAPN13			92291			rs78355147-?	rs78355147	0	78355147	intron_variant	0	NR	5E-7	6.301029995663981	(Latino)	0.9913	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	13q21.31	13	62933349	NR	LOC105370234 - LINC00376	105370234	104355293		21804	249752	rs79340079-?	rs79340079	0	79340079	intergenic_variant	1	NR	3E-6	5.522878745280337	(Latino)	0.8904	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	6p24.3	6	8664924	NR	LOC100506207			100506207			rs80011011-?	rs80011011	0	80011011	intergenic_variant	0	NR	3E-7	6.522878745280337	(Latino)	1.3328	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	8q24.22	8	132904554	NR	TG			7038			rs80018415-?	rs80018415	0	80018415	intron_variant	0	NR	8E-7	6.096910013008056	(Latino)	0.6193	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q25.1	10	106655006	NR	SORCS1, LOC105378473			114815, 105378473			rs978571-?	rs978571	0	978571	intron_variant	0	NR	3E-6	5.522878745280337	(Latino)	0.7898	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	17q21.2	17	40882989	NR	LOC105371777, KRT20			105371777, 54474			rs9912181-?	rs9912181	0	9912181	intron_variant	0	NR	2E-6	5.698970004336019	(Latino)	0.6894	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10p14	10	7028608	NR	LOC105376387			105376387			rs9943451-?	rs9943451	0	9943451	regulatory_region_variant	0	NR	3E-6	5.522878745280337	(Latino)	1.1339	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p24.1	2	19581401	NR	LOC105373460 - LOC105373459	105373460	105373459		60501	6719	rs10856789-?	rs10856789	0	10856789	intergenic_variant	1	NR	1E-7	7.0	(Native Hawaiian)	1.1678	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	21q22.3	21	46298882	NR	YBEY			54059			rs112591243-?	rs112591243	0	112591243	downstream_gene_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.6857	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
